actividad	centro	dni	quien	importe	date	tipo
Actuación BOMBINO Festival de festivales	Zaragoza Cultural		Antipodas Producciones, S.L. - ES	8470	04/10/2018	Otros(Menor)
Actuación Orquesta Sinfónica Ciudad Zaragoza Festival de Festivales	Zaragoza Cultural		Hernando de Aragón - ES	9000	04/10/2018	Otros(Menor)
Actuación Maria Arnal/Marcel Bagés Festival de festivales	Zaragoza Cultural		Gómez Perry, Tomás - ES	10648	04/10/2018	Otros(Menor)
Actuación Anna Calvi Festival de festivales	Zaragoza Cultural		Big Star Music, s.l. - ES	9873	04/10/2018	Otros(Menor)
SERVICIO DE ALQUILER DE ESCENARIO, MONTAJE, DESMONTAJE, TRANSPORTE, CARGA Y DESCARGA EN LA PLAZA DEL PILAR, FUENTE DE GOYA, PARA LAS ACTIVIDADES ORGANIZADAS POR LA SOCIEDAD MUNICIPAL ZARAGOZA CULTURAL	Zaragoza Cultural		Espectáculos Grupo Cero, S.L	19400	03/10/2018	Servicios(Abierto)
Concesión de licencia de carácter temporal de ocupación del dominio público  destinado a la instalación de CHURRERIAS durante las Fiestas del Pilar 2018.	Zaragoza Cultural		MULTIACTIVIDADES PARA EL OCIO Y LA HOSTELERIA	5100	02/10/2018	Otros(Abierto)
Concesión de licencia de carácter temporal de ocupación del dominio público  destinado a la instalación de CHURRERIAS durante las Fiestas del Pilar 2018.	Zaragoza Cultural		NUEVOS SERVICIOS DE HOSTELERIA 2015, S.L	16000	02/10/2018	Otros(Abierto)
Concesión de licencia de carácter temporal de ocupación del dominio público  destinado a la instalación de CHURRERIAS durante las Fiestas del Pilar 2018.	Zaragoza Cultural		CONCEPCION MUÑOZ RODRIGUEZ	10600	02/10/2018	Otros(Abierto)
Concesión de licencia de carácter temporal de ocupación del dominio público  destinado a la instalación de CARRUSELES ORNAMENTALES, ATRACCIONES FERIALES ECOLÓGICAS durante las Fiestas del Pilar 2018.	Zaragoza Cultural		JULIO CESAR VILLAGRAN MARTINEZ	1205	02/10/2018	Otros(Abierto)
Concesión de licencia de carácter temporal de ocupación del dominio público  destinado a la instalación de CARRUSELES ORNAMENTALES, ATRACCIONES FERIALES ECOLÓGICAS durante las Fiestas del Pilar 2018.	Zaragoza Cultural		PROMOCION Y PRODUCCION DE FERIAS	7401	02/10/2018	Otros(Abierto)
Concesión de licencia de carácter temporal de ocupación del dominio público  destinado a la instalación de CARRUSELES ORNAMENTALES, ATRACCIONES FERIALES ECOLÓGICAS durante las Fiestas del Pilar 2018.	Zaragoza Cultural		INVERFERIA, S.L	10000	02/10/2018	Otros(Abierto)
Concesión de licencia de carácter temporal de ocupación del dominio público  destinado a la instalación de CARRUSELES ORNAMENTALES, ATRACCIONES FERIALES ECOLÓGICAS durante las Fiestas del Pilar 2018.	Zaragoza Cultural		INFRAESTRUCTURAS Y DESARROLLO DE ESPECTACULOS Y ACONTECIMIENTOS S.L.	11000	02/10/2018	Otros(Abierto)
Actuación Plaza de la Magia	Zaragoza Cultural		Pototis, S.C. - ES	3700	01/10/2018	Otros(Menor)
Actuaciones Plaza de la Magia	Zaragoza Cultural		Ramírez García, Javier - ES	3500	01/10/2018	Otros(Menor)
Actuación Carolina durante + señalada (festival de festivales)	Zaragoza Cultural		La lata de bombillas, S.L. - ES	5300	28/09/2018	Otros(Menor)
Actuación The Bellrays + Black Bones + DJ Lay Funká Morente (festival de festivales)	Zaragoza Cultural		Dominguez Gracia, Victor - ES	7858	28/09/2018	Otros(Menor)
Actuación Soleá Morente (festival de festivales)	Zaragoza Cultural		Producciones Panoja, S.L. - ES	6500	28/09/2018	Otros(Menor)
Coorganización Muestra Jazzeñe 2018	Zaragoza Cultural		Siamm Producciones, S.C. - ES	10662	28/09/2018	Otros(Menor)
Actuación Colectivo Chicotén (festival de festivales)	Zaragoza Cultural		Seguer García, Jose Luis - ES	5500	28/09/2018	Otros(Menor)
Actuación Talco (festival de festivales)	Zaragoza Cultural		Punkchanka, S.L. - ES	13000	28/09/2018	Otros(Menor)
Patrocinador oficial del Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		Radio Autonómica de Aragón, S.A. 	40000	27/09/2018	Privado(Restringido)
Patrocinador oficial del Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		Televisión autonómica de Aragoón, S.A. 	40000	27/09/2018	Privado(Restringido)
Suministro de alquiler de equipamiento de Backline a instalar en las Plazas de Justicia, San Bruno y del Pilar de Zaragoza durante las Fiestas del Pilar 2018	Zaragoza Cultural		FLUGE.	4700	26/09/2018	Suministros(Menor)
Patrocinador oficial Ayuntamiento Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		CADENA COPE	50000	26/09/2018	Privado(Restringido)
Actuaciones un Pilar de Revista (Pilar 2018 en barrios)	Zaragoza Cultural		Pardos Melero, Luis - ES	4000	21/09/2018	Otros(Menor)
Actuación Chumi Chuma (parque Río y juego)	Zaragoza Cultural		Sanz Palacios, Francisco J. - ES	4000	21/09/2018	Otros(Menor)
Actuación Guixot de 8 (parque Río Juego)	Zaragoza Cultural		Rovira Boix, Joan - ES	4615	21/09/2018	Otros(Menor)
Actuación Norabola Producciones (pregón)	Zaragoza Cultural		Martí Ballarín, Aarón Philip - ES	4462	21/09/2018	Otros(Menor)
Cachet actuación artística Pirotecnica. Fiestas del Pilar 2018	Zaragoza Cultural		Pirotecnia Zaragozana, s.a. 	36364	21/09/2018	Privado(Negociado sin publicidad)
Acompañamiento Comparsa Gigantes y Cabezudos	Zaragoza Cultural		A.C. Gaiteros de Aragón - ES	7875	21/09/2018	Otros(Menor)
Actuación Artistas del Gremio (Parque río y juego)	Zaragoza Cultural		ADG Producciones Soc. Coop. - ES	12396	21/09/2018	Otros(Menor)
Cachet actuación artística Zebda. Fiestas del Pilar 2018	Zaragoza Cultural		Brioproducciones, s.l. 	16000	20/09/2018	Privado(Negociado sin publicidad)
Actuación Coscorrón (Pregón)	Zaragoza Cultural		Aliaga Cucalón, Maria Pilar - ES	3966	20/09/2018	Otros(Menor)
Actuación K de Calle (pregón)	Zaragoza Cultural		Asoc. Cult. K de Calle Teatro - ES	4500	20/09/2018	Otros(Menor)
Diseño, atrezzo y arte final carrozas (pregón)	Zaragoza Cultural		Pellicer Iñiguez, Manuel - ES	7100	20/09/2018	Otros(Menor)
Actuación Soleá Morente (festival de festivales)	Zaragoza Cultural		Producciones Panoja, S.L. - ES	6500	20/09/2018	Otros(Menor)
Actuación Dewolff (festival de festivales)	Zaragoza Cultural		Sweet Caroline, S.L. - ES	4500	20/09/2018	Otros(Menor)
"Actuación WOMEN SOLDIERS+NISH WADADA+HERMANO L ""Festival de festivales"""	Zaragoza Cultural		Borina Producciones, s.l. - ES	9700	20/09/2018	Otros(Menor)
Actuación Rels B (festival de festivales)	Zaragoza Cultural		Borina Producciones, s.l. - ES	14000	20/09/2018	Otros(Menor)
Actuación Alexis Taylor (festival de festivales)	Zaragoza Cultural		Cultura Atómica, S.L.U. - ES	7187	20/09/2018	Otros(Menor)
Actuaciones Rondalla y Cantadores Certamen Jota 2018	Zaragoza Cultural		Asociación Rondalla Certamen de Jota de Zaragoza - ES	9100	20/09/2018	Otros(Menor)
Actuación Nostraxladmus (pregón)	Zaragoza Cultural		Asociación Murcielagox - ES	6000	20/09/2018	Otros(Menor)
Actuación Almozandia (pregón)	Zaragoza Cultural		Pintacoda Animación, S.L. - ES	3305	20/09/2018	Otros(Menor)
Actuación Callejeatro (pregón)	Zaragoza Cultural		Embolicarte Soc. Coop. - ES	5000	20/09/2018	Otros(Menor)
Actuación Watermelon Slim (festival de festivales)	Zaragoza Cultural		Sweet Caroline, S.L. - ES	5300	20/09/2018	Otros(Menor)
Actuación vocal Tempo + Salsagoza latin band (festival de festivales)	Zaragoza Cultural		LA TAPISCA 2009, S.L. - ES	7500	20/09/2018	Otros(Menor)
Actuación Sonia Miranda (festival de festivales)	Zaragoza Cultural		Producciones Panoja, S.L. - ES	3600	20/09/2018	Otros(Menor)
Cachet actuación artística Jane Birkin . Fiestas del Pilar 2018	Zaragoza Cultural		Producciones Animadas, S.L. - ES	37910	20/09/2018	Privado(Negociado sin publicidad)
Cachet actuación artistica Dulce Pontes. Fiesta del Pilar 2018	Zaragoza Cultural		Ttakun Producciones, s.l. 	29740	20/09/2018	Privado(Negociado sin publicidad)
Cachet actuación artística Ute Lemper. Fiestas del Pilar 2018	Zaragoza Cultural		Siamm Producciones, S.C. - ES	18590	20/09/2018	Privado(Negociado sin publicidad)
Cachet actuación artística Caledoscopio teatro. Fiestas del Pilar 2018	Zaragoza Cultural		Caledoscopio Teatro, S.L. 	16479	20/09/2018	Privado(Negociado sin publicidad)
Suministro de alquiler de baños químicos y limpieza para público y personas discapacitadas a instalar en diferentes espacios durante las Fiestas del Pilar 2018	Zaragoza Cultural		EURECA, S.L.	6970	18/09/2018	Suministros(Menor)
Suministros de soportes gráficos para la Sociedad Municipal Zaragoza Cultural, S.A.U. en las fiestas del Pilar 2018	Zaragoza Cultural		N&ampN Digital y Gran Formato, S.L. 	7118	18/09/2018	Suministros(Menor)
Alquiler de escenario, barrera antiavalancha, plataformade minusválidos y de medios de comunicación a instalar en la Plaza San Bruno de Zaragoza durante las Fiestas del Pilar 2018	Zaragoza Cultural		LEYENDA S.L.	7500	18/09/2018	Suministros(Menor)
Colaboración oficial del Ayuntamiento de Zaragoza Fiestas del Pilar 2018	Zaragoza Cultural		Urbaser 	30000	18/09/2018	Privado(Restringido)
Suministro de alquiler de un equipo de sonido, iluminación y pantalla de video a instalar en la Plaza de San Bruno de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		FLUGE.	14677	18/09/2018	Suministros(Menor)
Suministro de alquiler de un equipo de sonido, iluminación y pantalla de video a  instalar en la Plaza de Justicia de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		FLUGE.	10678	18/09/2018	Suministros(Menor)
Patrocinador oficial del Ayuntamiento de Zaragoza . Fiestas del Pilar 2018, Campaña de Navidad y Verano 2019	Zaragoza Cultural		Feria de Zaragoza 	30000	17/09/2018	Privado(Restringido)
Medio de comunicación oficial Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		CADENA SER	60000	17/09/2018	Privado(Restringido)
Concierto Alexnder Malfeev-Temp. Solistas	Zaragoza Cultural		Duetto Management, S .L. - ES	6500	17/09/2018	Otros(Menor)
Actuación los Excentricos (Plaza de la Risa)	Zaragoza Cultural		Los Excentricos, SCCL - ES	6000	13/09/2018	Otros(Menor)
Actuación Cia. Nils (plaza de la risa)	Zaragoza Cultural		NILS-FABIAN MÜLLER - DE	3726	13/09/2018	Otros(Menor)
Servicio de alquiler de un equipo de sonido e iluminación, para las actividades a realizar en Plaza San Pedro Nolasco de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		Producciones el Sotano, S.L.L.	6289	13/09/2018	Servicios(Menor)
Suministro de vallas a instalar en las Fiestas del Pilar de Zaragoza 2018 	Zaragoza Cultural		PRODUCCIONES SEGURANA S.L.	14900	13/09/2018	Suministros(Menor)
Servicio de alquiler de un equipo de sonido, para el Rosario de Cristal de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		INDUSTRIA Y MONTAJES ELÉCTRICOS S.A.	5350	13/09/2018	Servicios(Menor)
Servicio de alquiler de un equipo de sonido para la ofrenda de flores en Plaza del Pilar de Zaragoza durante las fiestas del Pilar 2018 	Zaragoza Cultural		LEYENDA S.L.	1100	13/09/2018	Servicios(Menor)
Servicio de alquiler de dos equipos de sonido: Rosario de la Aurora y salida de ofrenda de flores de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		MILLAN PRO SERVICIOS PROFESIONALES, S.L.	6500	13/09/2018	Servicios(Menor)
Servicio de alquiler de un equipo de sonido e iluminación, para las actividades a realizar en la Glorieta Esperanto de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		Producciones el Sotano, S.L.L.	6289	13/09/2018	Servicios(Menor)
Servicio de alquiler de un equipo de sonido e iluminación, para las actividades a realizar en Plaza José María Forqué de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		MUSISER EVENTOS, S.L	6500	13/09/2018	Servicios(Menor)
Servicio de alquiler de un equipo de sonido para las actividades a realizar en Parque Bruil de Zaragoza durante las Fiestas del Pilar 2018 	Zaragoza Cultural		INGENIER-Y-TELEC-ADDI-TELECOM-SL	2895	13/09/2018	Servicios(Menor)
Servicio de alquile de plataformas de escenario, barandillas, escaleras y faldones para las actividades en diferentes espacios con motivo de las Fiestas del Pilar	Zaragoza Cultural		PRODUCCIONES SEGURANA S.L.	3500	13/09/2018	Servicios(Menor)
Servicio de alquile de plataformas de escenario, barandillas, escaleras y faldones para las actividades en diferentes espacios con motivo de las Fiestas del Pilar	Zaragoza Cultural		LEYENDA S.L.	3500	13/09/2018	Servicios(Menor)
Colaborador oficial del Ayuntamiento de Zaragoza en la Fiestas del Pilar 2018 y patrocinador oficial de la campaña de Navidad 2018-2019	Zaragoza Cultural		Frutos Secos el Rincón, s.l. 	20000	13/09/2018	Privado(Restringido)
Patrocinador oficial del Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		Uniprex, S.A.U. 	60000	13/09/2018	Privado(Restringido)
Patrocinador oficial del Ayuntamiento de Zaragoza . Fiestas del Pilar 2018	Zaragoza Cultural		Heraldo de Aragon 	90000	13/09/2018	Privado(Restringido)
Medio de comunicación oficial del Ayuntamiento de Zaragoza Fiestas del Pilar 2018	Zaragoza Cultural		CADENA COPE	60000	13/09/2018	Privado(Restringido)
Cachet actuación artística KASEO-O (festival de Festivales) Fiestas del Pilar 2018	Zaragoza Cultural		Maximo Exponente, s.l. 	85207	06/09/2018	Privado(Negociado sin publicidad)
Concierto de la Orquesta Sinfónica de la BBC- Temp Otoño	Zaragoza Cultural		Conciertos Augusto, S.L. 	90000	05/09/2018	Privado(Negociado sin publicidad)
Celebración XXI Muestra cine realizado por mujeres	Zaragoza Cultural		Asociación cultural Odeonia - ES	8000	05/09/2018	Otros(Menor)
Patrocinador oficial del Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		Sociedad de Promoción y gestión del turismo aragonés, S.L. 	20000	04/09/2018	Privado(Restringido)
75º Aniversario de SAICA	Zaragoza Cultural		Eventos Comunicación &amp  Protocolo, S.L. - ES	6045	03/09/2018	Servicios(Menor)
"Realización de actividades didácticas para la exposición temporal ""Una visión del cómic en España"" en Casa de Los Morlanes"	Zaragoza Cultural		Rodriguez Martinez, Luis	3320	31/08/2018	Servicios(Menor)
Coproducción duodécima edicion programa Asalto. Festival Internacional de arte urbano	Zaragoza Cultural		Asociación Asalto Proyectos culturales 	57851	31/08/2018	Privado(Negociado sin publicidad)
Cachet actuación artisticas cia. on fire show (Teatro de calle) Fiestas del Pilar 2018	Zaragoza Cultural		T&amp T Crew VZW	18944	31/08/2018	Privado(Negociado sin publicidad)
XXXVI Congreso GEQO 2018	Zaragoza Cultural		Viajes El Corte Ingles, S.A. - ES	7234	30/08/2018	Servicios(Menor)
CONTRATO MENOR PARA LA ASESORÍA DE DISEÑO DE  ESPACIOS CONTRATO MENOR PARA LA ASESORÍA DE DISEÑO DE ESPACIOS DEL PILAR 2018 (Ref c.m. 39/2018)	Zaragoza Cultural		Undoestudio. S.C.	6500	28/08/2018	Servicios(Menor)
Foro Vacuno ZOETIS	Zaragoza Cultural		Viajes Pacífico, S.A. - ES	3471	22/08/2018	Servicios(Menor)
XLIII Congreso SEOC	Zaragoza Cultural		Soc. Española de Ovinotecnia y Caprinotecnia - ES	5223	31/07/2018	Servicios(Menor)
Impresión exposiciones artísticas en salas Municipales	Zaragoza Cultural		LITOCIAN S.L.	2685	30/07/2018	Suministros(Menor)
Servicio de seguimiento audiovisual y edición de 10 videos del Pilar 2018	Zaragoza Cultural		Ruiz Cantarero, José Carlos	7020	27/07/2018	Servicios(Menor)
Coordinación artística y equipamiento técnico del proyecto infantil parque de Marionetas. Fiestas del Pilar 2018	Zaragoza Cultural		Asociación de empresas de artes escénicas de Aragón (ARES) 	43000	27/07/2018	Privado(Negociado sin publicidad)
Actuacion CIA. Noisy Oyster (parque marionetas)	Zaragoza Cultural		Rowland Barker, Sarah - GB	5217	26/07/2018	Otros(Menor)
Patrocinador oficial Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		PRENSA DIARIA ARAGONESA S.A.	82644	26/07/2018	Privado(Restringido)
Colaborador oficial del Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		ACTUALIDAD-MEDIA-SL	37190	26/07/2018	Privado(Restringido)
Colaborador oficial del Ayuntamiento de Zaragoza. Fiestas del Pilar 2018	Zaragoza Cultural		Utedeza 	19835	26/07/2018	Privado(Restringido)
Celebración feria cerámica contemporánea Cerco 2019	Zaragoza Cultural		Asociación profesional de artesanos de Aragón - ES	6000	26/07/2018	Otros(Menor)
Actuación Civi Civiac (Parque Marionetas)	Zaragoza Cultural		Civic-Civiac Producciones, S.L. - ES	3750	26/07/2018	Otros(Menor)
Actuación Orquesta Zingarozana (parque marionetas)	Zaragoza Cultural		TEATRO CHE Y MOCHE, S.L. - ES	7500	26/07/2018	Otros(Menor)
Actuación Cia. Yo soy Ratón (parque Marionetas)	Zaragoza Cultural		Yo soy ratón, C.B. - ES	4300	26/07/2018	Otros(Menor)
Actuación Cia. Third hand group (parque marionetas)	Zaragoza Cultural		hird Hand Group - SI	5341	26/07/2018	Otros(Menor)
Actuacion Cia. Girovago e Rondella (parque marionetas)	Zaragoza Cultural		 Associazione culturale Girovago e Rondella - IT	13354	26/07/2018	Otros(Menor)
Impresión de catálogos y otro material para la difusión de exposiciones artísticas en Salas Municipales	Zaragoza Cultural		LITOCIAN S.L.	2292	24/07/2018	Suministros(Menor)
Fiesta Vuelta de Verano	Zaragoza Cultural		Que hacer en Zaragoza, S.L. - ES	5450	20/07/2018	Servicios(Menor)
Suministro de un sistema de almacenamiento de obras de arte (cuadros) con destino al almacén de Patrimonio del Servicio de Cultura.	Zaragoza Cultural		BALLAROL OFICINAS S.L.L.	12670	20/07/2018	Suministros(Menor)
Servicio de los trabajos de creatividad, maquetación y diseño gráfico de las Fiestas del Pilar 2018	Zaragoza Cultural		MIGUEL IGUACEN SEBASTIÁN	7660	18/07/2018	Servicios(Menor)
Suministro de microfonía y accesorios para el Auditorio de Zaragoza	Zaragoza Cultural		AUDIO IMPORT PROFESIONAL S.L.	3736	18/07/2018	Suministros(Menor)
Conciertos 2018 Orquesta Reino de Aragón- Orquesta Residente	Zaragoza Cultural		Gesmar Servicios Culturales, S.L. - ES	50000	09/07/2018	Privado(Negociado sin publicidad)
Programa FILMNIC (ciclo de cine y conciertos)	Zaragoza Cultural		El Fantasma Producciones, S.L. - ES	8042	06/07/2018	Otros(Menor)
Coorganización Festival Lagata Reggae 2018	Zaragoza Cultural		Borina Producciones, s.l. - ES	12396	06/07/2018	Otros(Menor)
Coorganización Programa Festival Jazz Zaragoza 2018	Zaragoza Cultural		Siamm Producciones, S.C. 	63500	06/07/2018	Privado(Negociado sin publicidad)
Dirección artística y desarrollo de contenidos parque infantil Rio y juego. Fiestas del Pilar 2018	Zaragoza Cultural		Promotora de acción infantil (PAI) 	180000	06/07/2018	Privado(Negociado sin publicidad)
Coorganziación Festival SLAP! 2018	Zaragoza Cultural		Dominguez Gracia, Victor - ES	20661	05/07/2018	Privado(Negociado sin publicidad)
Celebración exposición Savias	Zaragoza Cultural		Gimeno Wallace, Eduardo - ES	1400	02/07/2018	Otros(Menor)
Suministro de folletos para el Auditorio de Zaragoza	Zaragoza Cultural		CALIDAD-GRAFICA-SL	14800	28/06/2018	Suministros(Menor)
Suministro de cartelería de la Sociedad Municipal Zaragoza Cultural, S.A.U.	Zaragoza Cultural		N&amp N Digital y Gran Formato, S.L.	14850	28/06/2018	Suministros(Menor)
Servicio en régimen de alquiler de equipamiento de sonido para la retransmisión de ópera en Plaza de San Bruno día 7 de julio de 2018	Zaragoza Cultural		MUSISER EVENTOS, S.L	900	26/06/2018	Servicios(Menor)
Servicio en régimen de alquiler de pantalla de video y enlaces para la retransmisión de ópera en Plaza de San Bruno día 7 de Juio de 2018	Zaragoza Cultural		RAMPA HUESCA S.L.	3100	26/06/2018	Servicios(Menor)
Actuación Guadalupe Plata/Lagartija Nick	Zaragoza Cultural		Gómez Perry, Tomás - ES	10000	22/06/2018	Otros(Menor)
Servicio de Alquiler de un equipo de sonido e iluminación y video para final Concurso AmbarZMusic 2018 de Zaragoza	Zaragoza Cultural		RAMPA HUESCA S.L.	12600	20/06/2018	Servicios(Menor)
Suministro de equipos de iluminación para museos y salas de exposiciones del Ayuntamiento de Zaragoza	Zaragoza Cultural		SESMA COMERCIAL DE ILUMINACION, SA	7000	20/06/2018	Suministros(Menor)
Impresión para la difusión de exposiciones artísticas en Salas Municipales	Zaragoza Cultural		LITOCIAN S.L.	6475	19/06/2018	Suministros(Menor)
Suministro y entrega  con destino a las actividades expositivas del Centro de Historias de Zaragoza	Zaragoza Cultural		CLD INFORMATICA	4695	19/06/2018	Suministros(Menor)
Restauración del mosaico de Las Musas-Estilo Florido, procedente de la excavación arqueológica de una Domus en la C/ Murallas Romanas de Zaragoza	Zaragoza Cultural		Antequem	10400	19/06/2018	Servicios(Menor)
Coorganización BLUES ARMANDO (Ambar Z Music)	Zaragoza Cultural		Sweet Caroline, S.L. - ES	4132	15/06/2018	Otros(Menor)
Coorganización actividades teatro comunitario Programa: Barrios creando. Creando Barrios	Zaragoza Cultural		Asociación la maquinaria - ES	37056	07/06/2018	Privado(Negociado sin publicidad)
Coorganización actividades pares sueltos. Artes escénicas. Programa: Barrios creando.Creando barrios	Zaragoza Cultural		Asociación Materia Primas - ES	26600	07/06/2018	Privado(Negociado sin publicidad)
Actuación JAY-JAY JOHANSON Final Ambar Z Music 2018	Zaragoza Cultural		Cultura Atómica, S.L.U. - ES	5000	07/06/2018	Otros(Menor)
Coorganización Bombo y Platillo (Ambar Z Music 2018)	Zaragoza Cultural		Cultura Atómica, S.L.U. - ES	8500	07/06/2018	Otros(Menor)
Coorganización actividades trayectos danza comunitaria. Programa: Barrios Creando. Creando Barrios	Zaragoza Cultural		Asoc. Cult las Voces Humanas - ES	31634	07/06/2018	Privado(Negociado sin publicidad)
Concesión de licencia de carácter temporal de ocupación del dominio público para el montaje, ejecución y desmontaje de la Muestra Medieval los días 15, 16 y 17 de junio de 2018.	Zaragoza Cultural		ZARAGOZA EVENTOS, S.L.	30000	06/06/2018	Sujetos otras normas(Abierto)
Concierto de la Orquesta Reino de Aragón y el Orfeón Donostiarra. Temp Primavera	Zaragoza Cultural		Orfeon Donostiarra 	21000	06/06/2018	Privado(Negociado sin publicidad)
Concierto de la Orquesta Reino de Aragón y el Orfeón Donostiarra. Temp Primavera	Zaragoza Cultural		Gesmar Servicios Culturales, S.L. - ES	35000	06/06/2018	Privado(Negociado sin publicidad)
Concierto Ivo Pogorelich-Temp. Solistas	Zaragoza Cultural		Meretxu, S.L. - ES	10000	04/06/2018	Otros(Menor)
Servicio de Asesoría, Seguimiento, Gestión y Evaluación de la Estrategia Digital del Área de Cultura del Ayuntamiento de Zaragoza	Zaragoza Cultural		PINEAPPLE INSPIRA UNION TEMPORAL DE EMPRESAS	110988	01/06/2018	Suministros(Abierto)
Feria del Comic Expotaku 2018	Zaragoza Cultural		Asoc. Cultural Ninjas Aldea Oculta de la Tormenta - ES	9255	01/06/2018	Servicios(Menor)
Suministro de 45.000 caretas de cabezudos (4 modelos) para las Fiestas del Pilar 2018	Zaragoza Cultural		OCTAVIO Y FÉLEZ S.A	3654	31/05/2018	Suministros(Menor)
Suministro de 90.000 y 100.000 programas de Fiestas del Pilar 2018 incluyendo maquetación e impresión	Zaragoza Cultural		TIPOLÍNEA, S.A.,	11622	31/05/2018	Suministros(Menor)
Servicio del diseño, maquetación e impresión del verano y noche en blanco 2018 e impresión del folleto Zaragoza Cultura acompaña 2018  	Zaragoza Cultural		El directorio de creación publicitarias, S.L.	6234	31/05/2018	Servicios(Menor)
Servicio de seguimiento fotográfico de las Fiestas del Pilar 2018	Zaragoza Cultural		FRANCISCO-J BELVER BAGUES	6400	31/05/2018	Servicios(Menor)
Concierto Ensemble Matheus-Temp. Primavera	Zaragoza Cultural		Duetto Management, S .L. - ES	10000	29/05/2018	Otros(Menor)
Servicio de afinación y repaso de los pianos del Auditorio de Zaragoza	Zaragoza Cultural		SALA RONO, S.C. - ES	9000	28/05/2018	Servicios(Menor)
XXVIII Congreso SECPOO 2018	Zaragoza Cultural		Soc. Española de Cirugia Plástica Ocular - ES	6729	28/05/2018	Servicios(Menor)
Servicio de alquiler de maquinaria para los trabajos que esta Sociedad realiza en sus actividades	Zaragoza Cultural		COMERCIAL ARAGONESA DE MANUTENCIÓN CAM 93, S.A.	8000	28/05/2018	Servicios(Menor)
Servicios de alquiler de sillas y mesas para cubrir las necesidades de las actividades culturales de Zaragoza Cultural	Zaragoza Cultural		PRODUCCIONES SEGURANA S.L.	12000	28/05/2018	Servicios(Menor)
Servicio de movimiento interno de pianos en el Auditorio de Zaragoza	Zaragoza Cultural		Molina Hermosilla, Jose Manuel	7500	28/05/2018	Servicios(Menor)
Servicios Auxiliares para las actividades a realizar por la SM  Zaragoza Cultural, S.A.U.	Zaragoza Cultural		Penny Wise, S.L. 	481270	25/05/2018	Servicios(Abierto)
III Premio Balón de Oro del Futbol Base de Aragón	Zaragoza Cultural		Alarcón Diloy, Daniel - ES	3704	22/05/2018	Servicios(Menor)
Celebración XII Edición Muestra Audiovisual Aragonesa	Zaragoza Cultural		Calavia Sos, Victoria - ES	9000	21/05/2018	Otros(Menor)
"Proyecto ""Los plantadores de Historias"""	Zaragoza Cultural		Asociación Atrapavientos - ES	4132	21/05/2018	Otros(Menor)
Suministro y entrega de materiales eléctricos para subsanación dle informe de La Oca de 2018 en Auditorio de Zaragoza	Zaragoza Cultural		COMERCIAL HISPANOFIL,S.A.U.	6453	18/05/2018	Suministros(Menor)
Coorganización XXV Ciclo de interpretes. Música en el Museo del Foro Romano	Zaragoza Cultural		Asociación Aragonesa Interpretes de Música - ES	12000	17/05/2018	Otros(Menor)
Coproducción para el desarrollo del festival Fiz 2018. Fiestas del Pilar 2018	Zaragoza Cultural		Eventos MPH Directo, S.L. - ES	28925	17/05/2018	Privado(Negociado sin publicidad)
Coorganización XXVI encuentro internacional de folklore Ciudad de Zaragoza	Zaragoza Cultural		Asociacion Cultural Raices del folklore aragonés 	50000	17/05/2018	Privado(Negociado sin publicidad)
"Servicio de alquiler de W.Q. en la actividad ""Cincomarzada"" a celebrar el 5 de marzo de 2018 en el Parque del Tío Jorge"	Zaragoza Cultural		EURECA, S.L.	2695	16/05/2018	Servicios(Menor)
"Servicios para alquiler de W.Q. en la actividad ""Cincomarzada"" a celebrar el 27 de mayo en el Parque del Tío Jorge"	Zaragoza Cultural		EURECA, S.L.	2695	16/05/2018	Servicios(Menor)
Suministro de alquiler de un equipo de sonido e iluminación a instalar en Parque Tío Jorge para Cincomarzada mayo 2018 	Zaragoza Cultural		LEYENDA S.L.	1400	15/05/2018	Suministros(Menor)
Suministro de alquiler de un equipo de sonido e iluminación a instalar en Plaza San Bruno para la actividad noche de San Juan de Zaragoza	Zaragoza Cultural		LEYENDA S.L.	1100	15/05/2018	Suministros(Menor)
Servicio de alquiler de un escenario a instalar en Plaza de San Bruno para la actividad Mercado de las 3 Culturas y noche de San Juan en Zaragoza	Zaragoza Cultural		LEYENDA S.L.	740	15/05/2018	Servicios(Menor)
